"","Tijdstempel","Student","Geslacht","Leeftijd","Woonsituatie","Opleiding","Postcode","Waardering","Menselijk","Aangenaam","Persoonlijk","Non.Verbale.Comm","Betrokkenheid","Recensies","Populariteit","Bedrijf"
"191","1-5-2018 20:33:05","Ja","Man","19","Thuiswonend","VWO",6901,6,6,6,6,7,6,7,7,"IKEA"
"192","2-5-2018 13:24:21","Ja","Vrouw","20","Thuiswonend","MBO",6942,6,6,7,6,8,6,8,8,"IKEA"
"193","2-5-2018 13:46:52","Ja","Man","18","Thuiswonend","HAVO",7001,7,7,7,6,8,6,7,7,"IKEA"
"194","2-5-2018 19:31:31","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",7327,8,5,7,5,8,6,7,7,"IKEA"
"195","2-5-2018 20:22:00","Ja","Man","23+","Uitwonend","MBO",7101,8,9,7,9,8,7,8,7,"IKEA"
"196","3-5-2018 10:31:22","Ja","Vrouw","17 of jonger","Thuiswonend","VMBO",6942,7,6,6,6,8,6,8,8,"IKEA"
"197","6-5-2018 16:01:27","Ja","Man","21","Thuiswonend","HAVO",6869,7,7,8,6,9,8,7,8,"IKEA"
"198","6-5-2018 16:01:59","Ja","Man","22","Uitwonend","MBO",6865,7,8,7,9,9,8,7,7,"IKEA"
"199","6-5-2018 16:03:15","Ja","Ik zie mijzelf niet als man of vrouw","17 of jonger","Uitwonend","VMBO",7004,5,5,6,5,7,6,7,6,"IKEA"
"200","6-5-2018 16:11:36","Ja","Man","23+","Uitwonend","HBO",7002,7,6,8,5,8,7,8,6,"IKEA"
"201","6-5-2018 16:12:53","Ja","Man","19","Thuiswonend","VWO",6867,6,5,6,8,6,6,7,6,"IKEA"
"202","6-5-2018 16:53:12","Ja","Vrouw","21","Thuiswonend","MBO",7001,7,6,7,7,8,6,8,8,"IKEA"
"203","6-5-2018 16:56:07","Ja","Vrouw","19","Thuiswonend","VWO",7021,8,8,8,8,8,8,8,8,"IKEA"
"204","6-5-2018 17:00:49","Ja","Man","20","Thuiswonend","HAVO",7007,6,7,6,7,7,7,7,7,"IKEA"
"205","6-5-2018 17:12:12","Ja","Vrouw","21","Thuiswonend","MBO",7044,7,6,8,7,8,6,8,7,"IKEA"
"206","6-5-2018 17:14:15","Ja","Vrouw","22","Thuiswonend","MBO",7071,7,6,6,7,7,6,6,6,"IKEA"
"207","6-5-2018 17:18:48","Ja","Vrouw","23+","Uitwonend","MBO",7009,8,6,8,6,6,6,6,6,"IKEA"
"208","6-5-2018 17:23:54","Ja","Man","17 of jonger","Thuiswonend","VMBO",7021,7,7,7,7,7,7,NA,7,"IKEA"
"209","6-5-2018 17:27:24","Ja","Vrouw","20","Thuiswonend","MBO",6986,6,7,6,7,7,7,7,8,"IKEA"
"210","6-5-2018 17:30:05","Ja","Man","21","Thuiswonend","HAVO",6941,7,6,7,7,8,6,7,8,"IKEA"
"211","6-5-2018 17:31:54","Ja","Man","19","Thuiswonend","HAVO",6983,8,7,7,6,8,5,7,6,"IKEA"
"212","6-5-2018 17:39:28","Ja","Vrouw","18","Thuiswonend","HAVO",7041,6,6,6,6,7,5,6,7,"IKEA"
"213","6-5-2018 17:40:36","Ja","Vrouw","20","Thuiswonend","MBO",7041,6,5,6,7,8,7,7,8,"IKEA"
"214","6-5-2018 23:13:42","Ja","Man","18","Uitwonend","VWO",6849,5,6,6,4,8,6,6,7,"IKEA"
"215","6-5-2018 23:14:10","Ja","Man","18","Uitwonend","HAVO",6869,6,6,6,7,9,6,8,7,"IKEA"
"216","6-5-2018 23:14:36","Ja","Vrouw","22","Uitwonend","MBO",6786,7,7,7,6,8,8,8,7,"IKEA"
"217","6-5-2018 23:14:59","Ja","Man","18","Uitwonend","HAVO",7000,4,5,7,7,7,6,4,8,"IKEA"
"218","6-5-2018 23:15:22","Ja","Man","22","Uitwonend","VWO",6864,6,8,7,9,6,8,6,7,"IKEA"
"219","6-5-2018 23:15:44","Ja","Vrouw","22","Uitwonend","MBO",5676,3,5,5,5,8,4,4,6,"IKEA"
"220","6-5-2018 23:16:04","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IKEA"
"221","6-5-2018 23:16:08","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IKEA"
"222","7-5-2018 11:15:15","Ja","Vrouw","20","Thuiswonend","VWO",7009,7,6,7,6,7,7,7,8,"IKEA"
"223","7-5-2018 11:16:15","Ja","Vrouw","18","Thuiswonend","HAVO",7051,7,7,7,7,7,7,7,7,"IKEA"
"224","7-5-2018 11:17:14","Ja","Vrouw","21","Thuiswonend","MBO",7077,8,8,8,8,8,5,8,8,"IKEA"
"225","7-5-2018 11:18:41","Ja","Vrouw","20","Thuiswonend","MBO",7047,7,7,7,8,8,6,8,7,"IKEA"
"226","7-5-2018 12:20:32","Ja","Vrouw","18","Thuiswonend","HAVO",7101,8,6,7,6,8,6,7,8,"IKEA"
"227","7-5-2018 16:26:07","Ja","Man","20","Thuiswonend","MBO",6901,7,6,7,6,8,7,7,8,"IKEA"
"228","7-5-2018 16:27:07","Ja","Man","21","Thuiswonend","MBO",7046,6,6,6,7,7,7,7,6,"IKEA"
"229","7-5-2018 16:29:51","Ja","Vrouw","22","Thuiswonend","MBO",7039,7,6,6,6,8,6,8,8,"IKEA"
"230","7-5-2018 16:32:20","Ja","Man","20","Thuiswonend","HAVO",7035,6,7,7,6,8,6,8,7,"IKEA"
"231","7-5-2018 16:33:15","Ja","Vrouw","22","Thuiswonend","MBO",7035,7,7,7,6,7,7,9,9,"IKEA"
"232","7-5-2018 16:40:42","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IKEA"
"233","7-5-2018 16:40:50","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IKEA"
"234","7-5-2018 16:42:10","Ja","Man","21","Thuiswonend","HAVO",6932,6,6,6,5,8,7,3,6,"IKEA"
"235","7-5-2018 16:42:27","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IKEA"
"236","7-5-2018 16:43:56","Ja","Man","19","Thuiswonend","HAVO",6932,7,6,6,5,8,6,3,8,"IKEA"
"237","7-5-2018 16:45:21","Ja","Man","17 of jonger","Thuiswonend","HAVO",6823,7,7,7,6,9,7,1,7,"IKEA"
"238","8-5-2018 16:55:02","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",6932,6,5,6,5,8,6,3,5,"IKEA"
"239","8-5-2018 16:55:41","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",NA,6,6,6,7,8,6,3,6,"IKEA"
"240","8-5-2018 16:56:38","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",NA,6,5,7,6,6,6,5,6,"IKEA"
"241","8-5-2018 16:57:48","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",NA,6,7,6,6,7,6,5,6,"IKEA"
"242","8-5-2018 16:58:56","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",NA,7,6,6,5,7,6,5,6,"IKEA"
"243","8-5-2018 17:08:12","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",NA,6,6,6,6,7,5,5,6,"IKEA"
"244","8-5-2018 17:56:39","Ja","Vrouw","23+","Thuiswonend","HBO",7037,6,8,6,8,7,6,7,6,"IKEA"
"245","8-5-2018 17:57:28","Ja","Vrouw","18","Thuiswonend","HAVO",7037,7,8,5,7,8,7,6,7,"IKEA"
"246","8-5-2018 17:59:18","Ja","Man","18","Thuiswonend","VMBO",7037,6,8,4,7,10,6,10,8,"IKEA"
"247","8-5-2018 18:01:06","Ja","Vrouw","22","Uitwonend","VWO",7038,5,8,6,9,10,5,5,9,"IKEA"
"248","8-5-2018 18:02:23","Ja","Man","21","Uitwonend","VWO",7038,7,7,7,7,7,5,7,8,"IKEA"
"249","8-5-2018 18:03:40","Ja","Vrouw","18","Thuiswonend","HAVO",7036,7,7,7,6,8,4,7,7,"IKEA"
"250","8-5-2018 20:18:11","Ja","Man","20","Thuiswonend","HAVO",6951,8,6,7,7,7,7,7,7,"IKEA"
"251","8-5-2018 20:19:25","Ja","Man","17 of jonger","Thuiswonend","VMBO",6951,6,7,6,6,7,6,6,7,"IKEA"
"252","8-5-2018 20:20:53","Ja","Man","19","Thuiswonend","HAVO",6716,7,6,7,7,7,6,7,7,"IKEA"
"253","8-5-2018 20:22:16","Ja","Vrouw","22","Thuiswonend","MBO",6971,8,7,8,8,8,5,8,8,"IKEA"
"254","8-5-2018 20:23:29","Ja","Vrouw","22","Thuiswonend","MBO",6971,7,6,6,6,7,6,7,8,"IKEA"
"255","8-5-2018 20:24:41","Ja","Man","19","Thuiswonend","MBO",6716,8,5,6,8,6,6,8,7,"IKEA"
"256","8-5-2018 20:27:46","Ja","Man","22","Thuiswonend","VWO",6813,7,6,7,7,7,7,7,7,"IKEA"
"257","9-5-2018 9:24:41","Ja","Man","21","Thuiswonend","HAVO",6932,6,5,6,5,7,5,4,6,"IKEA"
"258","9-5-2018 9:26:17","Ja","Man","20","Thuiswonend","HAVO",6923,6,6,7,6,7,6,4,6,"IKEA"
"259","9-5-2018 9:27:04","Ja","Man","18","Thuiswonend","HAVO",6923,7,4,5,5,7,6,3,5,"IKEA"
"260","9-5-2018 9:28:01","Ja","Man","19","Thuiswonend","HAVO",6923,7,5,6,5,7,5,3,4,"IKEA"
"261","9-5-2018 10:34:43","Ja","Vrouw","20","Thuiswonend","MBO",7009,6,7,6,8,6,7,7,8,"IKEA"
"262","9-5-2018 10:35:17","Ja","Vrouw","18","Thuiswonend","VMBO",7001,5,7,4,8,8,5,8,8,"IKEA"
"263","9-5-2018 10:35:53","Ja","Vrouw","22","Thuiswonend","VWO",7002,6,5,7,7,7,7,7,8,"IKEA"
"264","9-5-2018 10:37:23","Ja","Vrouw","23+","Thuiswonend","HBO",6909,6,6,7,6,8,6,7,8,"IKEA"
"265","9-5-2018 10:38:06","Ja","Man","18","Thuiswonend","HAVO",6909,6,6,6,6,6,6,6,6,"IKEA"
"266","9-5-2018 10:39:04","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",7041,6,6,6,6,7,6,6,7,"IKEA"
"267","23-5-2018 15:20:38","Ja","Man","20","Thuiswonend","HAVO",7001,6,6,5,6,6,6,6,6,"IKEA"
"268","23-5-2018 15:21:31","Ja","Man","18","Thuiswonend","HAVO",7009,6,6,6,5,7,5,7,6,"IKEA"
"269","23-5-2018 15:24:49","Ja","Man","21","Uitwonend","MBO",7002,7,5,6,6,5,7,7,9,"IKEA"
"270","23-5-2018 15:25:54","Ja","Man","21","Thuiswonend","VWO",7041,10,7,6,6,7,6,7,7,"IKEA"
"271","23-5-2018 15:26:54","Ja","Man","22",NA,"VWO",7001,7,7,7,7,7,6,7,7,"IKEA"
"272","23-5-2018 15:29:14","Ja","Man","20","Thuiswonend","HAVO",6826,8,5,5,7,6,7,6,7,"IKEA"
"273","23-5-2018 15:31:34","Ja","Man","21","Thuiswonend","MBO",6921,7,6,6,7,8,5,7,9,"IKEA"
"274","23-5-2018 15:32:22","Ja","Man","17 of jonger","Thuiswonend","VMBO",6921,6,5,7,6,7,5,6,7,"IKEA"
"275","9-5-2018 13:39:18","Ja","Man","21","Thuiswonend","MBO",7007,8,7,7,5,5,7,6,8,"Eastpak"
"276","9-5-2018 13:39:23","Ja","Man","17 of jonger","Uitwonend","HAVO",7101,8,2,6,7,6,7,4,8,"Eastpak"
"277","9-5-2018 13:40:17","Ja","Man","18","Thuiswonend","HAVO",3912,10,9,9,10,10,10,10,10,"Eastpak"
"278","9-5-2018 13:40:20","Ja","Man","18","Thuiswonend","HAVO",6922,8,7,8,7,9,7,5,8,"Eastpak"
"279","9-5-2018 13:40:37","Ja","Man","18","Thuiswonend","HAVO",6916,6,7,8,7,7,6,9,8,"Eastpak"
"280","9-5-2018 13:41:12","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",7327,6,6,5,3,6,6,4,7,"Eastpak"
"281","9-5-2018 13:43:05","Ja","Vrouw","19","Thuiswonend","HAVO",7031,6,2,10,2,9,3,8,6,"Eastpak"
"282","9-5-2018 13:44:43","Ja","Man","20","Thuiswonend","VWO",6843,8,7,7,8,9,6,10,8,"Eastpak"
"283","9-5-2018 13:48:58","Ja","Vrouw","19","Uitwonend","HAVO",6544,NA,6,6,5,8,6,3,6,"Eastpak"
"284","9-5-2018 13:52:03","Ja","Man","23+","Thuiswonend","MBO",3927,7,6,7,5,7,5,7,6,"Eastpak"
"285","9-5-2018 13:56:56","Ja","Vrouw","20","Thuiswonend","MBO",7001,6,6,6,4,8,4,8,6,"Eastpak"
"286","9-5-2018 13:57:15","Ja","Man","23+","Uitwonend","HBO",7511,7,7,8,7,8,5,7,7,"Eastpak"
"287","9-5-2018 13:58:23","Ja","Man","23+","Thuiswonend","MBO",1365,8,6,7,7,7,7,6,6,"Eastpak"
"288","9-5-2018 13:58:45","Ja","Vrouw","23+","Thuiswonend","MBO",3927,7,7,7,7,7,9,3,5,"Eastpak"
"289","9-5-2018 13:58:57","Ja","Vrouw","20","Thuiswonend","HBO",6957,7,7,7,7,6,7,5,7,"Eastpak"
"290","9-5-2018 14:04:27","Ja","Vrouw","20","Thuiswonend","HAVO",7061,7,8,8,8,8,8,8,8,"Eastpak"
"291","9-5-2018 14:11:27","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"292","9-5-2018 14:13:32","Ja","Man","18","Thuiswonend","HAVO",7334,8,7,7,8,7,6,7,6,"Eastpak"
"293","9-5-2018 14:15:01","Ja","Man","23+","Thuiswonend","HAVO",0,1,1,1,1,1,1,1,1,"Eastpak"
"294","9-5-2018 14:15:40","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"295","9-5-2018 14:16:38","Ja","Vrouw","22","Thuiswonend","VMBO",3971,8,7,9,9,7,10,10,10,"Eastpak"
"296","9-5-2018 14:19:13","Ja","Vrouw","20","Thuiswonend","MBO",7021,7,5,7,6,8,6,7,8,"Eastpak"
"297","9-5-2018 14:20:20","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"298","9-5-2018 14:21:06","Ja","Ik zie mijzelf niet als man of vrouw","23+","Uitwonend","HBO",3927,1,1,1,1,1,1,1,1,"Eastpak"
"299","9-5-2018 14:48:31","Ja","Man","20","Uitwonend","VMBO",7075,8,5,7,5,8,6,4,8,"Eastpak"
"300","9-5-2018 15:11:39","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"301","9-5-2018 15:14:27","Ja","Vrouw","20","Thuiswonend","MBO",3927,8,7,7,7,7,7,7,7,"Eastpak"
"302","9-5-2018 15:34:41","Ja","Man","23+","Thuiswonend","HAVO",6744,7,7,7,7,7,7,7,7,"Eastpak"
"303","9-5-2018 15:34:41","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"304","9-5-2018 15:34:51","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"305","9-5-2018 15:35:06","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"306","9-5-2018 15:35:13","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"307","9-5-2018 15:36:34","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"308","9-5-2018 15:37:02","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"309","10-5-2018 14:42:04","Ja","Man","17 of jonger","Uitwonend","HAVO",7101,8,2,6,7,6,7,4,8,"Eastpak"
"310","23-5-2018 15:29:21","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"311","23-5-2018 15:29:36","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"312","23-5-2018 15:29:41","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"313","23-5-2018 15:29:45","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"314","23-5-2018 15:29:49","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"315","23-5-2018 15:29:53","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"316","23-5-2018 15:30:17","Ja","Man","18","Thuiswonend","HAVO",7091,8,6,7,7,7,6,8,6,"Eastpak"
"317","23-5-2018 15:30:20","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"318","23-5-2018 15:30:24","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"319","23-5-2018 15:30:28","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"320","23-5-2018 15:30:32","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"321","23-5-2018 15:30:36","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"322","23-5-2018 15:30:40","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"323","23-5-2018 15:30:43","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"324","23-5-2018 15:30:47","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"325","23-5-2018 15:30:50","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"326","23-5-2018 15:30:54","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"327","23-5-2018 15:30:57","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"328","23-5-2018 15:31:02","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"329","23-5-2018 15:31:06","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"330","23-5-2018 15:31:10","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"331","23-5-2018 15:31:14","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"332","23-5-2018 15:31:17","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"333","23-5-2018 15:31:22","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"334","23-5-2018 15:31:32","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"335","23-5-2018 15:31:40","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"336","23-5-2018 15:32:53","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"337","23-5-2018 15:32:57","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"338","23-5-2018 15:33:01","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"339","23-5-2018 15:33:05","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"340","23-5-2018 15:38:12","Ja","Man","18","Thuiswonend","HAVO",7031,7,6,6,6,8,5,7,7,"Eastpak"
"341","23-5-2018 15:42:00","Ja","Man","18","Thuiswonend","HAVO",7102,9,7,9,7,8,7,9,8,"Eastpak"
"342","23-5-2018 15:44:39","Ja","Man","23+","Thuiswonend","MBO",3907,8,8,8,8,8,8,8,8,"Eastpak"
"343","23-5-2018 15:55:21","Ja","Man","18","Thuiswonend","HAVO",6916,8,6,10,8,6,9,8,8,"Eastpak"
"344","25-4-2018 15:03:20","Ja","Vrouw","20","Thuis","MBO",7002,7,6,6,6,7,7,6,6,"Coolblue"
"345","25-4-2018 15:04:08","Ja","Man","18","Thuis","HAVO",7091,7,7,7,7,7,7,7,7,"Coolblue"
"346","25-4-2018 15:04:13","Ja","Man","20","Thuis","VWO",6843,8,7,7,7,6,7,7,8,"Coolblue"
"347","25-4-2018 15:04:32","Ja","Man","18","Thuis","HAVO",6922,7,8,6,7,8,7,5,8,"Coolblue"
"348","25-4-2018 15:06:26","Ja","Man","21","Thuis","VMBO",6826,7,6,6,6,6,8,7,6,"Coolblue"
"349","25-4-2018 15:10:07","Ja","Man","18","Thuis","HAVO",7227,10,7,7,7,9,7,7,7,"Coolblue"
"350","25-4-2018 15:10:17","Ja","Man","18",NA,"HAVO",6916,8,9,6,8,7,9,7,9,"Coolblue"
"351","25-4-2018 15:13:00","Ja","Man","18","Thuiswonend","HAVO",7031,8,8,7,9,7,8,7,6,"Coolblue"
"352","2-5-2018 12:53:40","Ja","Man","23+","Thuiswonend","MBO",NA,6,5,6,5,5,5,5,5,"Coolblue"
"353","2-5-2018 12:56:11","Ja","Man","18","Thuiswonend","HAVO",6916,8,7,6,9,8,7,9,8,"Coolblue"
"354","2-5-2018 12:58:44","Ja","Man","19","Thuiswonend","HAVO",7331,10,8,8,10,9,7,7,9,"Coolblue"
"355","2-5-2018 14:59:00","Ja","Man","23+","Thuiswonend","MBO",NA,6,5,6,5,5,5,5,5,"Coolblue"
"356","2-5-2018 19:30:53","Ja","Vrouw","19","Thuiswonend","MBO",7041,6,7,6,6,7,5,7,7,"Coolblue"
"357","2-5-2018 19:33:25","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",7327,7,6,6,6,5,6,7,6,"Coolblue"
"358","2-5-2018 20:21:33","Ja","Man","23+","Uitwonend","MBO",7101,8,7,8,9,8,7,9,7,"Coolblue"
"359","9-5-2018 13:37:41","Ja","Man","18","Thuiswonend","HAVO",7031,8,7,8,7,7,8,9,6,"Coolblue"
"360","22-5-2018 12:06:59","Ja","Man","20","Thuiswonend","VMBO",7227,8,7,7,7,7,7,7,8,"Coolblue"
"361","22-5-2018 12:09:57","Ja","Man","18","Thuiswonend","HAVO",7227,9,8,8,7,7,7,7,9,"Coolblue"
"362","22-5-2018 12:19:46","Ja","Vrouw","20","Uitwonend","VWO",6521,8,8,8,7,8,6,7,7,"Coolblue"
"363","22-5-2018 12:56:43","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"364","22-5-2018 14:24:51","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"365","22-5-2018 15:32:19","Ja","Man","19","Thuiswonend","HAVO",7227,7,6,6,6,7,6,6,7,"Coolblue"
"366","22-5-2018 15:49:34","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"367","22-5-2018 15:55:48","Ja","Man","18","Thuiswonend","HAVO",6971,8,7,7,7,7,7,8,7,"Coolblue"
"368","22-5-2018 15:58:11","Ja","Man","21","Uitwonend","VWO",9711,9,7,8,7,7,6,8,9,"Coolblue"
"369","22-5-2018 16:03:39","Ja","Man","19","Thuiswonend","HAVO",7221,7,5,6,5,5,4,6,5,"Coolblue"
"370","22-5-2018 16:16:16","Ja","Man","17 of jonger","Thuiswonend","VMBO",7227,7,7,7,7,7,7,7,7,"Coolblue"
"371","22-5-2018 16:57:05","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"372","22-5-2018 16:57:18","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"373","22-5-2018 19:34:57","Ja","Man","21","Thuiswonend","HAVO",7204,4,3,5,3,4,4,4,6,"Coolblue"
"374","22-5-2018 23:48:21","Ja","Man","19","Thuiswonend","HAVO",7227,7,6,6,6,7,6,6,7,"Coolblue"
"375","23-5-2018 9:17:21","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"376","23-5-2018 10:42:23","Ja","Man","18","Thuiswonend","HBO",7031,7,6,7,7,8,7,8,7,"Coolblue"
"377","23-5-2018 10:43:10","Ja","Man","18","Thuiswonend","HAVO",7031,8,7,8,7,7,6,9,6,"Coolblue"
"378","23-5-2018 10:44:10","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",7031,9,7,7,8,9,8,9,6,"Coolblue"
"379","23-5-2018 10:44:25","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
"380","23-5-2018 10:46:07","Ja","Vrouw","18","Thuiswonend","VMBO",7331,8,6,8,8,9,6,8,7,"Coolblue"
"381","23-5-2018 10:50:00","Ja","Man","18","Uitwonend","HAVO",7512,7,6,6,7,7,6,7,6,"Coolblue"
"382","23-5-2018 10:56:00","Ja","Man","19","Uitwonend","MBO",7031,8,6,8,8,9,7,8,7,"Coolblue"
"383","23-5-2018 10:59:39","Ja","Man","19","Thuiswonend","HAVO",7043,7,8,8,7,8,8,9,8,"Coolblue"
"384","23-5-2018 11:24:11","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coolblue"
