"","Tijdstempel","Student","Postcode","Geslacht","Leeftijd","Merkbekendheid","Reclameactiviteiten","Webshop","Social.media","Koopfactoren","Online.vs.fysiek","Informatietevredenheid","Koopbereidheid","Aanbevelen","Online.niet.aanwezig","Menselijk.contact","Persoonlijke.aandacht","Verbinding","Menselijke.betrokkenheid","Non.verbale.comm","Houding.verkopers","Beeld.verkopers","Community","Informatie.gebruikers","Bedrijf"
"1","26/04/2018 12:51:11","Ja",3463,"Man","18","Ja","Maandelijks","Ja","Ja","Kwaliteit","Fysieke winkel",3,"Nee","Ja","Nee",3,3,3,3,3,3,3,3,3,"Eastpak"
"2","26/04/2018 12:32:32","Ja",5451,"Man","20","Ja","Nooit","Nee","Nee","Prijs","Online",1,"Nee","Ja","Nee",3,3,3,3,3,3,3,2,4,"Eastpak"
"3","26/04/2018 14:20:10","Ja",5451,"Man","22","Ja","Nooit","Ja","Ja","Prijs, Plaats, Kwaliteit","Online",4,"Ja","Ja","Ja",4,5,4,4,4,4,4,4,4,"Eastpak"
"4","23/05/2018 21:35:21","Ja",5452,"Man","21","Ja","Nooit","Ja","Ja","Prijs, Reclame, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,4,4,3,4,3,4,2,3,"Eastpak"
"5","23/05/2018 21:43:15","Ja",5452,"Man","19","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",4,"Ja","Nee","Nee",4,2,4,3,4,4,3,4,3,"Eastpak"
"6","23/05/2018 21:44:34","Ja",5452,"Man","18","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",4,"Ja","Ja","Nee",4,4,3,1,4,2,4,4,3,"Eastpak"
"7","26/04/2018 12:07:35","Ja",5454,"Man","20","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Online",4,"Ja","Ja","Ja",4,3,3,3,3,3,1,3,4,"Eastpak"
"8","26/04/2018 12:08:10","Ja",5454,"Man","20","Ja","Nooit","Nee","Ja","Prijs, Reclame, Plaats, Kwaliteit","Online",4,"Ja","Ja","Ja",3,2,2,3,3,2,1,3,3,"Eastpak"
"9","26/04/2018 12:56:24","Ja",5454,"Man","19","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Online",5,"Nee","Ja","Nee",3,3,3,3,4,3,1,3,2,"Eastpak"
"10","26/04/2018 20:22:34","Ja",5454,"Man","20","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",3,"Ja","Ja","Nee",3,3,3,3,3,3,3,3,3,"Eastpak"
"11","23/05/2018 21:30:30","Ja",5454,"Man","19","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Online",4,"Ja","Ja","Nee",2,3,3,3,3,3,3,2,2,"Eastpak"
"12","23/05/2018 21:31:15","Ja",5454,"Man","17 of jonger","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",4,"Ja","Ja","Ja",4,4,4,2,3,3,2,4,2,"Eastpak"
"13","23/05/2018 21:36:38","Ja",5454,"Man","26 en ouder","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",4,"Ja","Ja","Nee",4,3,3,4,3,4,4,2,3,"Eastpak"
"14","23/05/2018 21:39:55","Ja",5454,"Man","22","Ja","Nooit","Ja","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,3,2,3,2,4,3,3,"Eastpak"
"15","23/05/2018 21:41:14","Ja",5454,"Man","22","Ja","Nooit","Ja","Ja","Prijs, Reclame, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,3,4,3,4,3,3,3,3,"Eastpak"
"16","23/05/2018 21:41:57","Ja",5454,"Man","19","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Online",4,"Ja","Ja","Ja",4,3,4,3,5,4,4,4,3,"Eastpak"
"17","23/05/2018 21:42:39","Ja",5454,"Man","22","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Online",4,"Ja","Ja","Ja",4,4,3,3,4,3,2,4,3,"Eastpak"
"18","23/05/2018 21:46:03","Ja",5454,"Man","19","Ja","Nooit","Ja","Ja","Reclame, Kwaliteit","Online",4,"Ja","Ja","Nee",4,3,4,3,3,4,2,4,3,"Eastpak"
"19","23/05/2018 21:48:19","Ja",5454,"Man","18","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Online",4,"Ja","Ja","Nee",4,3,3,3,2,4,3,2,4,"Eastpak"
"20","28/04/2018 17:36:09","Ja",5632,"Man","19","Ja","Nooit","Ja","Nee","Prijs","Online",3,"Nee","Ja","Nee",4,3,3,4,4,3,2,4,4,"Eastpak"
"21","23/05/2018 22:46:10","Ja",6333,"Man","19","Ja","Nooit","Ja","Nee","Prijs","Online",4,"Ja","Ja","Ja",4,5,3,4,3,5,5,4,4,"Eastpak"
"22","23/05/2018 22:38:32","Ja",6511,"Man","22","Ja","Nooit","Ja","Ja","Prijs, Reclame, Plaats, Kwaliteit","Online",3,"Ja","Ja","Nee",4,3,3,4,3,4,4,4,3,"Eastpak"
"23","23/05/2018 22:44:13","Ja",6511,"Man","17 of jonger","Ja","Nooit","Ja","Nee","Reclame, Plaats, Kwaliteit","Fysieke winkel",3,"Ja","Nee","Nee",4,3,3,4,4,3,3,4,4,"Eastpak"
"24","23/05/2018 22:41:19","Ja",6512,"Man","22","Ja","Nooit","Nee","Ja","Prijs","Fysieke winkel",3,"Ja","Nee","Ja",2,2,3,3,3,3,4,3,4,"Eastpak"
"25","23/05/2018 22:36:10","Ja",6521,"Man","21","Ja","Maandelijks","Ja","Ja","Prijs, Reclame, Personeel, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,4,3,5,3,3,4,4,"Eastpak"
"26","26/04/2018 11:58:35","Ja",6523,"Man","20","Ja","Dagelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",2,"Ja","Ja","Ja",2,3,3,3,3,3,3,3,3,"Eastpak"
"27","23/05/2018 22:30:53","Ja",6533,"Man","23","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,2,2,4,4,3,4,3,4,"Eastpak"
"28","23/05/2018 22:33:42","Ja",6533,"Man","18","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",4,"Ja","Ja","Ja",2,3,3,2,4,2,4,3,4,"Eastpak"
"29","23/05/2018 22:37:23","Ja",6534,"Man","19","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",3,"Ja","Ja","Nee",4,4,3,4,4,3,4,3,4,"Eastpak"
"30","26/04/2018 17:39:11","Ja",6537,"Man","19","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",5,5,3,4,4,4,2,3,4,"Eastpak"
"31","26/04/2018 12:00:35","Ja",6543,"Man","20","Ja","Nooit","Ja","Nee","Prijs, Personeel, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",3,3,3,3,3,3,3,3,3,"Eastpak"
"32","23/05/2018 22:33:24","Ja",6543,"Man","20","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Online",3,"Nee","Ja","Nee",3,3,3,3,3,3,3,3,3,"Eastpak"
"33","26/04/2018 17:42:35","Ja",6544,"Man","21","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Online",4,"Ja","Ja","Ja",2,4,4,3,4,4,2,3,3,"Eastpak"
"34","23/05/2018 22:36:07","Ja",6544,"Man","19","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",5,"Nee","Ja","Ja",3,3,3,3,4,4,1,4,3,"Eastpak"
"35","23/05/2018 22:43:27","Ja",6544,"Man","20","Ja","Maandelijks","Ja","Nee","Reclame, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Nee",4,3,3,4,4,2,2,4,4,"Eastpak"
"36","28/04/2018 19:50:16","Ja",6545,"Man","19","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",2,"Ja","Ja","Nee",2,3,3,2,4,2,5,4,1,"Eastpak"
"37","26/04/2018 11:56:13","Ja",6546,"Man","20","Ja","Nooit","Ja","Ja","Prijs","Online",3,"Ja","Nee","Nee",3,3,3,4,4,4,4,5,4,"Eastpak"
"38","23/05/2018 22:45:30","Ja",6564,"Man","19","Ja","Nooit","Ja","Nee","Prijs, Reclame, Plaats, Personeel, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",4,3,4,2,3,3,1,4,4,"Eastpak"
"39","26/04/2018 19:35:33","Ja",6578,"Man","19","Ja","Dagelijks","Ja","Nee","Kwaliteit","Online",4,"Nee","Nee","Ja",3,3,3,3,3,3,3,3,3,"Eastpak"
"40","26/04/2018 11:26:16","Ja",6661,"Man","18","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",3,"Ja","Ja","Ja",3,2,3,3,3,3,3,3,3,"Eastpak"
"41","26/04/2018 11:27:49","Ja",6661,"Man","17 of jonger","Ja","Maandelijks","Ja","Nee","Reclame","Online",4,"Ja","Ja","Ja",4,4,3,5,4,4,4,4,4,"Eastpak"
"42","26/04/2018 12:03:31","Ja",6661,"Man","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Nee",4,4,3,4,3,4,3,3,4,"Eastpak"
"43","26/04/2018 12:11:35","Ja",6661,"Man","21","Ja","Nooit","Ja","Nee","Kwaliteit","Online",4,"Ja","Ja","Nee",1,1,1,1,2,3,1,4,5,"Eastpak"
"44","26/04/2018 11:38:13","Ja",6662,"Man","19","Ja","Maandelijks","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,3,3,3,3,3,3,4,5,"Eastpak"
"45","26/04/2018 11:39:40","Ja",6662,"Man","19","Ja","Nooit","Nee","Ja","Prijs, Reclame","Online",2,"Ja","Ja","Nee",3,3,2,4,4,3,1,2,2,"Eastpak"
"46","26/04/2018 11:44:52","Ja",6662,"Man","18","Ja","Nooit","Ja","Nee","Kwaliteit","Online",1,"Nee","Ja","Nee",1,3,3,2,5,2,2,3,3,"Eastpak"
"47","26/04/2018 11:45:07","Ja",6662,"Man","25","Ja","Nooit","Nee","Nee","Kwaliteit","Fysieke winkel",1,"Nee","Nee","Nee",1,1,1,1,1,1,1,1,1,"Eastpak"
"48","26/04/2018 11:47:54","Ja",6662,"Man","18","Ja","Dagelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",4,4,3,4,4,3,4,3,4,"Eastpak"
"49","26/04/2018 12:01:54","Ja",6662,"Man","17 of jonger","Ja","Wekelijks","Ja","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,4,4,4,4,4,4,4,4,"Eastpak"
"50","26/04/2018 12:40:36","Ja",6662,"Man","19","Ja","Nooit","Ja","Ja","Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",2,3,4,3,2,3,3,4,4,"Eastpak"
"51","26/04/2018 13:16:26","Ja",6662,"Man","19","Ja","Nooit","Ja","Ja","Prijs","Fysieke winkel",4,"Ja","Ja","Ja",2,3,3,2,3,3,1,3,3,"Eastpak"
"52","26/04/2018 11:59:13","Ja",6666,"Man","17 of jonger","Ja","Nooit","Nee","Ja","Prijs, Plaats","Fysieke winkel",3,"Ja","Ja","Ja",3,3,3,3,3,3,3,3,3,"Eastpak"
"53","26/04/2018 11:41:51","Ja",6678,"Man","19","Ja","Nooit","Nee","Nee","Prijs","Fysieke winkel",2,"Nee","Nee","Nee",4,3,3,4,3,3,3,3,2,"Eastpak"
"54","26/04/2018 11:47:49","Ja",6681,"Man","19","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",3,4,3,3,3,4,3,4,3,"Eastpak"
"55","26/04/2018 11:33:21","Ja",6836,"Man","17 of jonger","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",3,3,3,3,3,3,3,3,3,"Eastpak"
"56","26/04/2018 11:49:12","Ja",6836,"Man","18","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",4,3,3,3,2,3,1,2,4,"Eastpak"
"57","30/04/2018 16:35:18","Ja",7290,"Man","18","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",3,4,2,5,5,2,3,4,4,"Eastpak"
"58","26/04/2018 11:27:29","Ja",9166,"Man","18","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",1,"Nee","Nee","Nee",3,2,1,3,4,2,1,2,3,"Eastpak"
"59","26/04/2018 13:00:27","Ja",5011,"Neutraal","26 en ouder","Ja","Nooit","Nee","Nee","Plaats","Fysieke winkel",1,"Nee","Nee","Nee",1,1,1,1,1,1,1,1,1,"Eastpak"
"60","26/04/2018 11:39:29","Ja",6678,"Neutraal","26 en ouder","Ja","Dagelijks","Ja","Ja","Prijs, Reclame, Plaats, Personeel, Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",5,1,5,1,5,1,5,1,5,"Eastpak"
"61","27/04/2018 10:45:07","Ja",5446,"Vrouw","18","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Nee",1,3,1,1,3,1,1,3,1,"Eastpak"
"62","26/04/2018 13:58:51","Ja",5451,"Vrouw","20","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",4,"Nee","Ja","Nee",3,3,3,3,3,3,3,3,3,"Eastpak"
"63","23/05/2018 21:43:57","Ja",5452,"Vrouw","18","Ja","Maandelijks","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",4,"Ja","Ja","Nee",4,4,3,3,4,3,3,3,3,"Eastpak"
"64","23/05/2018 21:45:15","Ja",5452,"Vrouw","17 of jonger","Ja","Maandelijks","Nee","Ja","Reclame, Kwaliteit","Online",4,"Ja","Ja","Nee",4,3,4,2,4,3,3,4,3,"Eastpak"
"65","26/04/2018 22:57:14","Ja",5454,"Vrouw","19","Ja","Nooit","Ja","Ja","Prijs, Plaats","Fysieke winkel",4,"Ja","Ja","Ja",3,3,3,4,3,1,1,4,4,"Eastpak"
"66","23/05/2018 21:40:32","Ja",5454,"Vrouw","22","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",4,"Ja","Ja","Ja",4,4,3,4,3,2,3,4,4,"Eastpak"
"67","26/04/2018 12:59:51","Ja",5831,"Vrouw","18","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",4,4,3,3,3,2,2,3,2,"Eastpak"
"68","26/04/2018 12:42:11","Ja",5835,"Vrouw","17 of jonger","Ja","Maandelijks","Ja","Ja","Prijs, Reclame","Online",4,"Ja","Ja","Nee",3,3,4,4,3,3,3,3,3,"Eastpak"
"69","26/04/2018 19:13:45","Ja",5836,"Vrouw","19","Ja","Maandelijks","Ja","Nee","Prijs, Kwaliteit","Online",4,"Ja","Ja","Nee",4,3,4,3,4,4,4,4,4,"Eastpak"
"70","26/04/2018 11:36:19","Ja",6512,"Vrouw","18","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,3,4,4,3,4,4,5,2,"Eastpak"
"71","23/05/2018 22:35:03","Ja",6524,"Vrouw","25","Ja","Nooit","Ja","Ja","Reclame, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Nee",2,2,2,2,3,3,1,2,4,"Eastpak"
"72","26/04/2018 11:43:12","Ja",6533,"Vrouw","17 of jonger","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Nee",3,2,1,2,3,4,1,4,1,"Eastpak"
"73","23/05/2018 22:32:45","Ja",6533,"Vrouw","23","Ja","Nooit","Ja","Nee","Prijs, Plaats, Personeel, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,4,2,4,3,1,4,4,"Eastpak"
"74","23/05/2018 22:40:31","Ja",6541,"Vrouw","19","Ja","Nooit","Nee","Ja","Prijs, Reclame, Kwaliteit","Online",3,"Ja","Ja","Nee",4,3,4,3,4,1,5,4,4,"Eastpak"
"75","23/05/2018 22:42:34","Ja",6571,"Vrouw","24","Ja","Nooit","Ja","Nee","Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Nee",3,4,3,2,2,4,3,4,4,"Eastpak"
"76","26/04/2018 11:29:46","Ja",6681,"Vrouw","17 of jonger","Ja","Nooit","Nee","Ja","Prijs","Online",4,"Nee","Ja","Nee",3,3,2,3,4,3,3,3,3,"Eastpak"
"77","26/04/2018 11:40:00","Ja",6821,"Vrouw","21","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",3,3,3,4,4,4,2,4,4,"Eastpak"
"78","26/04/2018 12:38:03","Ja",6835,"Vrouw","19","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",3,3,3,3,3,3,2,3,1,"Eastpak"
"79","26/04/2018 12:10:44","Ja",6836,"Vrouw","18","Ja","Maandelijks","Ja","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,3,3,3,3,3,2,3,3,"Eastpak"
"80","26/04/2018 14:23:17","Ja",6836,"Vrouw","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",3,2,2,2,2,2,1,2,2,"Eastpak"
"81","26/04/2018 15:03:29","Ja",6836,"Vrouw","18","Ja","Maandelijks","Nee","Nee","Prijs, Kwaliteit","Online",4,"Nee","Ja","Nee",3,3,4,2,3,2,1,4,4,"Eastpak"
"82","26/04/2018 11:50:14","Ja",6978,"Vrouw","18","Ja","Nooit","Ja","Nee","Prijs, Reclame, Plaats, Personeel, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Ja",4,3,3,3,3,3,3,4,3,"Eastpak"
"83","26/04/2018 12:22:07","Ja",8212,"Vrouw","17 of jonger","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Online",3,"Nee","Nee","Nee",3,3,4,3,3,3,3,4,4,"Eastpak"
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak"
"109","25/04/2018 10:11:39","Ja",7039,"Vrouw","19","Ja","Wekelijks","Ja","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Nee",3,3,2,3,4,3,2,3,2,"G-Star"
"110","25/04/2018 14:49:23","Ja",5371,"Vrouw","21","Ja","Nooit","Ja","Nee","Prijs","Online",4,"Ja","Ja","Nee",3,3,3,3,4,1,1,5,4,"G-Star"
"111","25/04/2018 14:53:33","Ja",5371,"Vrouw","21","Ja","Maandelijks","Ja","Nee","Prijs","Fysieke winkel",4,"Nee","Nee","Ja",2,2,1,2,3,2,2,2,3,"G-Star"
"112","25/04/2018 14:54:50","Ja",5346,"Man","19","Ja","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Nee",3,2,2,2,4,2,1,3,3,"G-Star"
"113","25/04/2018 14:59:45","Ja",5375,"Man","21","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Online",3,"Nee","Ja","Nee",2,2,2,2,4,4,4,4,2,"G-Star"
"114","25/04/2018 15:00:54","Ja",9726,"Vrouw","21","Ja","Wekelijks","Ja","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",5,"Nee","Nee","Nee",1,1,1,1,1,3,3,1,1,"G-Star"
"115","25/04/2018 15:01:24","Ja",5623,"Vrouw","20","Ja","Maandelijks","Ja","Nee","Prijs, Kwaliteit","Online",4,"Ja","Ja","Ja",2,2,3,2,3,2,2,3,3,"G-Star"
"116","25/04/2018 15:42:14","Ja",7006,"Vrouw","18","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",3,"Nee","Ja","Ja",2,3,3,3,3,1,1,3,3,"G-Star"
"117","25/04/2018 15:47:02","Ja",7038,"Man","19","Ja","Wekelijks","Ja","Ja","Prijs, Reclame, Personeel, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",2,3,3,4,4,1,4,2,2,"G-Star"
"118","25/04/2018 16:02:26","Ja",6511,"Vrouw","19","Ja","Maandelijks","Nee","Ja","Prijs, Kwaliteit","Online",2,"Nee","Nee","Ja",3,3,2,2,4,2,4,3,2,"G-Star"
"119","25/04/2018 16:09:16","Ja",5247,"Vrouw","21","Ja","Maandelijks","Ja","Nee","Prijs","Fysieke winkel",3,"Nee","Nee","Nee",4,4,3,3,3,1,1,3,3,"G-Star"
"120","25/04/2018 16:11:32","Ja",5373,"Vrouw","21","Ja","Nooit","Ja","Ja","Prijs","Online",4,"Nee","Nee","Ja",3,2,3,2,3,2,2,4,3,"G-Star"
"121","25/04/2018 16:11:33","Ja",5373,"Vrouw","21","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",2,"Nee","Nee","Nee",2,3,3,3,3,3,1,3,3,"G-Star"
"122","25/04/2018 16:37:32","Ja",7006,"Man","19","Ja","Nooit","Ja","Nee","Prijs, Personeel, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Nee",4,4,4,4,5,4,4,4,3,"G-Star"
"123","25/04/2018 16:55:03","Ja",7039,"Vrouw","18","Ja","Maandelijks","Ja","Nee","Prijs, Kwaliteit","Online",4,"Ja","Ja","Nee",3,2,3,3,4,3,3,4,3,"G-Star"
"124","25/04/2018 16:58:59","Ja",5373,"Vrouw","20","Ja","Maandelijks","Ja","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Nee",3,1,3,2,3,4,2,4,4,"G-Star"
"125","25/04/2018 17:01:56","Ja",7041,"Man","19","Ja","Wekelijks","Ja","Ja","Prijs, Reclame","Fysieke winkel",4,"Ja","Ja","Ja",3,3,4,4,4,3,4,4,2,"G-Star"
"126","25/04/2018 17:42:17","Ja",5371,"Vrouw","21","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",3,2,2,2,3,3,3,3,2,"G-Star"
"127","25/04/2018 17:49:01","Ja",4333,"Man","25","Ja","Maandelijks","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",4,4,4,4,4,4,3,3,3,"G-Star"
