"","Tijdstempel","Student","Postcode","Geslacht","Leeftijd","Merkbekendheid","Reclameactiviteiten","Webshop","Social.media","Koopfactoren","Online.vs.fysiek","Informatietevredenheid","Koopbereidheid","Aanbevelen","Online.niet.aanwezig","Menselijk.contact","Persoonlijke.aandacht","Verbinding","Menselijke.betrokkenheid","Non.verbale.comm","Houding.verkopers","Beeld.verkopers","Community","Informatie.gebruikers","Bedrijf"
"364","13/05/2018 14:41:26","Ja",6575,"Vrouw","22","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",4,"Ja","Ja","Nee",3,4,3,4,3,3,3,2,2,"Rituals"
"365","13/05/2018 18:01:49","Ja",6555,"Neutraal","21","Ja","Maandelijks","Ja","Nee","Personeel, Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",4,5,3,5,3,3,3,1,1,"Rituals"
"366","13/05/2018 18:04:46","Ja",6765,"Vrouw","24","Ja","Nooit","Ja","Ja","Prijs, Reclame, Plaats, Personeel, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,4,4,4,2,3,3,1,1,"Rituals"
"367","14/05/2018 14:04:08","Ja",5845,"Man","23","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",1,1,2,2,2,2,3,2,2,"Rituals"
"368","14/05/2018 15:57:12","Ja",5845,"Man","19","Ja","Nooit","Ja","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",2,1,1,1,2,1,2,1,1,"Rituals"
"369","15/05/2018 15:38:03","Ja",3903,"Vrouw","18","Ja","Wekelijks","Nee","Nee","Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",2,3,2,4,4,2,3,3,2,"Rituals"
"370","16/05/2018 15:32:36","Ja",6524,"Vrouw","22","Ja","Nooit","Ja","Ja","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,3,3,4,3,3,3,1,1,"Rituals"
"371","18/05/2018 11:47:35","Ja",6524,"Vrouw","20","Ja","Nooit","Ja","Ja","Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",4,5,3,4,3,3,3,1,1,"Rituals"
"372","18/05/2018 13:05:02","Ja",6511,"Vrouw","18","Nee","Nooit","Nee","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",2,"Nee","Nee","Ja",4,2,2,3,4,2,1,1,2,"Rituals"
"373","19/05/2018 16:35:52","Ja",6524,"Vrouw","21","Ja","Nooit","Ja","Nee","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,3,5,3,3,3,1,1,"Rituals"
"374","19/05/2018 16:37:03","Ja",6571,"Vrouw","19","Ja","Nooit","Ja","Nee","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,5,3,5,3,4,4,1,1,"Rituals"
"375","23/05/2018 19:49:22","Ja",5845,"Vrouw","22","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,2,2,2,2,2,2,2,"Rituals"
"376","24/05/2018 12:08:45","Ja",6524,"Vrouw","21","Ja","Nooit","Ja","Ja","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,3,5,3,3,3,1,1,"Rituals"
"377","24/05/2018 12:10:57","Ja",6571,"Man","22","Ja","Nooit","Ja","Nee","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",2,4,2,5,2,4,3,2,2,"Rituals"
"378","25/04/2018 15:53:46","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"379","25/04/2018 15:57:07","Ja",3903,"Vrouw","17 of jonger","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Nee",1,1,1,1,1,3,1,4,3,"Vespa"
"380","25/04/2018 15:58:36","Ja",6717,"Man","20","Ja","Nooit","Nee","Nee","Prijs","Fysieke winkel",5,"Nee","Nee","Nee",1,1,1,1,1,1,1,5,1,"Vespa"
"381","25/04/2018 15:59:52","Ja",3904,"Vrouw","17 of jonger","Ja","Maandelijks","Nee","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Ja",3,2,2,3,4,2,3,2,2,"Vespa"
"382","25/04/2018 16:09:52","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"383","25/04/2018 16:12:57","Ja",6711,"Vrouw","19","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",2,"Ja","Ja","Nee",3,3,2,2,3,3,1,2,2,"Vespa"
"384","25/04/2018 16:14:21","Ja",6713,"Vrouw","19","Ja","Maandelijks","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,3,4,2,4,4,3,4,3,"Vespa"
"385","25/04/2018 16:14:59","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"386","25/04/2018 16:15:43","Ja",6546,"Vrouw","17 of jonger","Ja","Nooit","Nee","Ja","Prijs, Personeel, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",2,2,3,2,3,2,2,3,3,"Vespa"
"387","25/04/2018 16:15:50","Ja",6711,"Vrouw","19","Ja","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",5,"Nee","Nee","Ja",1,1,1,1,4,1,1,1,3,"Vespa"
"388","25/04/2018 16:15:57","Ja",6718,"Vrouw","18","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Nee",4,2,2,3,4,4,3,3,2,"Vespa"
"389","25/04/2018 16:16:21","Ja",3892,"Vrouw","20","Nee","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Nee","Ja",3,3,3,3,3,3,3,3,3,"Vespa"
"390","25/04/2018 16:17:05","Ja",6711,"Vrouw","18","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",2,1,1,2,3,2,2,1,1,"Vespa"
"391","25/04/2018 16:17:27","Ja",6712,"Vrouw","19","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",2,2,2,2,2,2,2,2,4,"Vespa"
"392","25/04/2018 16:18:13","Ja",3032,"Vrouw","19","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",3,3,4,4,4,4,4,4,4,"Vespa"
"393","25/04/2018 16:21:38","Ja",6711,"Man","25","Ja","Maandelijks","Nee","Ja","Prijs","Fysieke winkel",5,"Nee","Ja","Ja",3,3,2,2,3,2,3,2,3,"Vespa"
"394","25/04/2018 16:25:07","Ja",3901,"Vrouw","18","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",2,2,3,3,4,3,2,3,3,"Vespa"
"395","25/04/2018 16:26:19","Ja",6546,"Man","19","Nee","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",5,"Nee","Ja","Nee",4,3,1,5,5,4,1,2,1,"Vespa"
"396","25/04/2018 16:29:08","Ja",4041,"Vrouw","18","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",4,3,3,3,3,3,3,3,3,"Vespa"
"397","25/04/2018 16:29:21","Ja",3906,"Vrouw","17 of jonger","Ja","Nooit","Nee","Nee","Prijs","Fysieke winkel",3,"Nee","Nee","Nee",3,2,2,2,3,1,1,1,2,"Vespa"
"398","25/04/2018 16:29:39","Ja",6711,"Vrouw","18","Ja","Nooit","Nee","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Ja",4,4,2,4,4,2,1,4,1,"Vespa"
"399","25/04/2018 16:35:39","Ja",3904,"Vrouw","17 of jonger","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Nee",3,3,3,3,3,3,3,3,4,"Vespa"
"400","25/04/2018 16:41:23","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"401","25/04/2018 16:45:21","Ja",3903,"Vrouw","17 of jonger","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",3,3,2,2,3,3,3,3,3,"Vespa"
"402","25/04/2018 16:49:25","Ja",3905,"Vrouw","19","Ja","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Nee",5,4,1,3,3,4,1,3,1,"Vespa"
"403","25/04/2018 16:57:58","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"404","25/04/2018 17:22:18","Ja",3904,"Vrouw","19","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",3,"Nee","Ja","Nee",4,3,2,4,3,3,1,3,3,"Vespa"
"405","25/04/2018 17:27:58","Ja",2315,"Vrouw","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Nee",3,4,4,4,4,3,2,3,3,"Vespa"
"406","25/04/2018 17:38:28","Ja",6713,"Vrouw","21","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",4,3,3,3,4,4,4,4,3,"Vespa"
"407","25/04/2018 17:42:47","Ja",3904,"Vrouw","17 of jonger","Ja","Nooit","Ja","Ja","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,3,2,4,4,3,3,4,3,"Vespa"
"408","25/04/2018 18:46:41","Ja",3907,"Vrouw","17 of jonger","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Nee",1,2,1,2,4,3,1,3,3,"Vespa"
"409","25/04/2018 18:54:27","Ja",3772,"Vrouw","19","Ja","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Ja",4,3,2,3,3,3,3,3,4,"Vespa"
"410","25/04/2018 19:15:17","Ja",2315,"Vrouw","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Nee",3,4,4,4,4,3,2,3,3,"Vespa"
"411","25/04/2018 20:03:11","Ja",3904,"Man","26 en ouder","Ja","Nooit","Nee","Ja","Prijs, Reclame, Kwaliteit","Online",3,"Nee","Nee","Ja",3,3,3,3,3,3,3,3,2,"Vespa"
"412","25/04/2018 20:39:32","Ja",6711,"Vrouw","17 of jonger","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",1,1,1,2,1,3,1,1,1,"Vespa"
"413","25/04/2018 20:46:05","Ja",6718,"Vrouw","19","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",4,4,3,3,3,2,2,3,2,"Vespa"
"414","25/04/2018 21:19:19","Ja",6708,"Man","19","Ja","Nooit","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Nee",3,3,3,3,4,3,4,5,3,"Vespa"
"415","25/04/2018 22:23:18","Ja",3864,"Man","18","Ja","Nooit","Ja","Nee","Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",2,2,2,3,3,4,2,3,4,"Vespa"
"416","25/04/2018 22:23:32","Ja",6718,"Vrouw","17 of jonger","Ja","Maandelijks","Ja","Ja","Prijs, Reclame, Kwaliteit","Online",3,"Ja","Ja","Ja",3,3,3,3,3,3,3,3,3,"Vespa"
"417","25/04/2018 22:45:31","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"418","25/04/2018 22:50:54","Ja",1298,"Man","18","Ja","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Online",3,"Nee","Nee","Nee",3,3,3,3,3,3,3,3,3,"Vespa"
"419","25/04/2018 23:29:59","Ja",6717,"Vrouw","22","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",4,4,4,3,4,4,3,4,3,"Vespa"
"420","26/04/2018 09:16:00","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"421","26/04/2018 09:42:29","Ja",6281,"Neutraal","26 en ouder","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",1,"Nee","Ja","Ja",1,1,1,1,1,1,2,1,4,"Vespa"
"422","26/04/2018 09:43:47","Ja",5443,"Vrouw","21","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",2,4,3,3,3,3,3,3,3,"Vespa"
"423","26/04/2018 09:43:51","Ja",5431,"Man","20","Ja","Nooit","Ja","Nee","Prijs, Plaats","Fysieke winkel",3,"Ja","Ja","Ja",2,1,3,3,3,3,3,3,3,"Vespa"
"424","26/04/2018 09:44:56","Ja",4531,"Man","22","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Nee",3,3,3,3,3,3,3,3,3,"Vespa"
"425","26/04/2018 09:47:09","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"426","26/04/2018 09:48:33","Ja",5431,"Vrouw","22","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",4,4,3,4,4,3,2,3,3,"Vespa"
"427","26/04/2018 09:51:41","Ja",5371,"Vrouw","21","Ja","Nooit","Nee","Nee","Prijs","Fysieke winkel",4,"Nee","Nee","Nee",4,3,3,4,4,3,2,4,3,"Vespa"
"428","26/04/2018 09:54:51","Ja",5432,"Man","21","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",2,"Ja","Ja","Nee",4,2,3,3,3,3,4,3,3,"Vespa"
"429","26/04/2018 09:56:55","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"430","26/04/2018 10:07:17","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"431","26/04/2018 10:09:25","Ja",6542,"Vrouw","19","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",4,4,4,4,3,5,4,4,4,"Vespa"
"432","26/04/2018 10:10:51","Ja",5431,"Man","18","Ja","Maandelijks","Ja","Nee","Prijs, Personeel, Kwaliteit","Online",4,"Ja","Ja","Ja",3,3,3,3,3,3,1,1,4,"Vespa"
"433","26/04/2018 10:11:44","Ja",5434,"Vrouw","20","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",3,3,3,3,3,2,1,1,2,"Vespa"
"434","26/04/2018 10:12:53","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"435","26/04/2018 10:18:22","Ja",5431,"Vrouw","18","Ja","Maandelijks","Ja","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",4,4,4,4,3,3,2,4,3,"Vespa"
"436","26/04/2018 10:26:05","Ja",6566,"Vrouw","19","Ja","Maandelijks","Ja","Nee","Prijs, Plaats, Personeel, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",3,3,3,3,4,3,4,3,4,"Vespa"
"437","26/04/2018 10:36:57","Ja",3904,"Vrouw","17 of jonger","Ja","Maandelijks","Nee","Ja","Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",3,3,4,4,4,4,4,5,4,"Vespa"
"438","26/04/2018 10:37:57","Ja",5431,"Vrouw","19","Ja","Nooit","Ja","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",4,3,5,4,4,2,2,4,3,"Vespa"
"439","26/04/2018 10:45:50","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"440","26/04/2018 10:47:08","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"441","26/04/2018 10:47:35","Ja",6591,"Man","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Ja",4,4,3,3,4,3,2,2,4,"Vespa"
"442","26/04/2018 10:49:50","Ja",5432,"Vrouw","20","Ja","Nooit","Nee","Nee","Prijs, Plaats, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",3,3,2,2,3,4,1,3,4,"Vespa"
"443","26/04/2018 10:51:26","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"444","26/04/2018 11:02:23","Ja",5431,"Man","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Online",3,"Nee","Ja","Ja",4,4,4,4,4,3,3,4,4,"Vespa"
"445","26/04/2018 11:08:42","Ja",1111,"Vrouw","17 of jonger","Ja","Maandelijks","Ja","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",5,"Nee","Ja","Ja",4,5,5,3,3,4,3,5,5,"Vespa"
"446","26/04/2018 11:20:46","Ja",5371,"Man","20","Ja","Nooit","Nee","Nee","Plaats","Fysieke winkel",4,"Ja","Ja","Ja",3,2,4,4,2,2,1,3,4,"Vespa"
"447","26/04/2018 11:21:24","Ja",5446,"Man","17 of jonger","Ja","Nooit","Nee","Nee","Prijs, Reclame, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,4,2,4,4,4,2,4,4,"Vespa"
"448","26/04/2018 11:33:31","Ja",5437,"Vrouw","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",3,3,3,3,3,3,3,3,3,"Vespa"
"449","26/04/2018 11:44:19","Ja",3905,"Vrouw","18","Ja","Nooit","Nee","Ja","Prijs, Personeel, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Nee",3,3,3,3,3,2,2,3,4,"Vespa"
"450","26/04/2018 11:49:16","Ja",5443,"Vrouw","20","Ja","Nooit","Ja","Nee","Prijs, Reclame, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",3,3,3,3,3,3,3,3,3,"Vespa"
"451","26/04/2018 11:53:18","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"452","26/04/2018 11:59:49","Ja",5431,"Man","19","Ja","Maandelijks","Ja","Ja","Prijs","Fysieke winkel",3,"Ja","Ja","Ja",3,3,3,3,4,3,3,4,4,"Vespa"
"453","26/04/2018 12:00:58","Ja",6591,"Man","19","Ja","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Ja",4,4,3,3,4,3,2,2,4,"Vespa"
"454","26/04/2018 12:22:07","Ja",5443,"Vrouw","18","Ja","Nooit","Nee","Nee","Kwaliteit","Fysieke winkel",3,"Nee","Nee","Nee",3,3,3,3,3,3,3,3,3,"Vespa"
"455","26/04/2018 12:28:00","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"456","26/04/2018 12:31:44","Ja",5431,"Man","20","Ja","Maandelijks","Nee","Nee","Prijs","Online",3,"Nee","Nee","Nee",1,1,1,1,3,1,1,1,1,"Vespa"
"457","26/04/2018 12:35:48","Ja",5611,"Neutraal","18","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",2,3,3,3,3,4,2,3,3,"Vespa"
"458","26/04/2018 12:48:02","Ja",5432,"Vrouw","18","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Nee",3,3,3,3,3,3,1,2,3,"Vespa"
"459","26/04/2018 13:06:48","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"460","26/04/2018 13:24:00","Ja",6591,"Vrouw","18","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",3,3,3,3,3,3,3,3,3,"Vespa"
"461","26/04/2018 13:29:50","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"462","26/04/2018 13:42:04","Ja",5431,"Man","26 en ouder","Ja","Wekelijks","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",5,"Nee","Ja","Ja",4,4,5,3,3,1,1,1,2,"Vespa"
"463","26/04/2018 13:43:17","Ja",6605,"Man","25","Ja","Maandelijks","Ja","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,4,4,4,4,4,4,4,4,"Vespa"
"464","26/04/2018 13:45:31","Ja",5431,"Man","21","Ja","Nooit","Ja","Ja","Prijs","Fysieke winkel",2,"Nee","Nee","Nee",3,2,3,4,5,4,4,1,3,"Vespa"
"465","26/04/2018 13:55:40","Ja",5432,"Man","26 en ouder","Nee","Nooit","Nee","Ja","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",3,3,3,3,3,3,3,3,3,"Vespa"
"466","26/04/2018 14:00:49","Ja",4003,"Vrouw","19","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Online",4,"Ja","Ja","Ja",4,4,4,4,4,4,4,4,4,"Vespa"
"467","26/04/2018 14:04:27","Ja",3902,"Vrouw","18","Ja","Nooit","Nee","Ja","Prijs, Personeel, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",4,2,2,3,5,2,3,2,3,"Vespa"
"468","26/04/2018 14:04:50","Ja",5432,"Man","21","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",3,4,2,3,4,4,4,2,5,"Vespa"
"469","26/04/2018 14:05:31","Ja",6717,"Vrouw","18","Ja","Maandelijks","Ja","Nee","Prijs, Personeel, Kwaliteit","Online",4,"Ja","Ja","Ja",2,2,2,3,3,2,2,2,2,"Vespa"
"470","26/04/2018 14:06:23","Ja",5348,"Neutraal","26 en ouder","Ja","Nooit","Nee","Ja","Prijs, Plaats","Fysieke winkel",5,"Ja","Ja","Ja",3,1,3,2,4,2,2,5,5,"Vespa"
"471","26/04/2018 14:06:25","Ja",5431,"Man","22","Ja","Wekelijks","Nee","Nee","Prijs, Reclame, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",2,4,5,4,4,4,3,1,3,"Vespa"
"472","26/04/2018 14:06:51","Ja",7039,"Vrouw","19","Ja","Maandelijks","Nee","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",3,3,3,2,4,2,2,2,3,"Vespa"
"473","26/04/2018 14:07:08","Ja",1104,"Man","22","Ja","Nooit","Ja","Ja","Prijs, Reclame, Personeel","Fysieke winkel",4,"Ja","Ja","Ja",4,4,4,3,4,3,4,2,3,"Vespa"
"474","26/04/2018 14:07:45","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"475","26/04/2018 14:08:03","Ja",5431,"Vrouw","18","Ja","Maandelijks","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",2,"Nee","Ja","Ja",3,3,3,3,3,2,3,3,3,"Vespa"
"476","26/04/2018 14:08:47","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"477","26/04/2018 14:09:33","Ja",5431,"Man","25","Nee","Wekelijks","Nee","Nee","Reclame","Fysieke winkel",2,"Nee","Nee","Nee",5,3,3,2,1,2,1,2,4,"Vespa"
"478","26/04/2018 14:53:56","Ja",5435,"Vrouw","19","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Nee",4,4,4,4,4,3,3,3,5,"Vespa"
"479","26/04/2018 15:50:45","Ja",5431,"Man","18","Ja","Nooit","Ja","Nee","Prijs, Kwaliteit","Fysieke winkel",5,"Ja","Ja","Ja",4,3,3,3,3,3,4,4,4,"Vespa"
"480","26/04/2018 19:14:04","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"481","26/04/2018 19:27:09","Ja",5046,"Man","19","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Nee","Ja",2,2,2,2,3,3,3,3,2,"Vespa"
"482","26/04/2018 21:27:49","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"483","26/04/2018 22:58:26","Ja",5437,"Man","18","Ja","Nooit","Nee","Ja","Prijs, Plaats, Kwaliteit","Fysieke winkel",4,"Nee","Nee","Nee",4,4,3,3,4,4,2,3,3,"Vespa"
"484","26/04/2018 23:46:17","Ja",5431,"Vrouw","19","Nee","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Nee","Ja","Ja",3,3,3,3,3,3,4,3,3,"Vespa"
"485","27/04/2018 01:21:51","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa"
"486","27/04/2018 05:56:39","Ja",5432,"Man","17 of jonger","Ja","Nooit","Nee","Nee","Prijs, Kwaliteit","Fysieke winkel",3,"Ja","Ja","Ja",3,3,3,3,3,3,3,3,3,"Vespa"
"487","27/04/2018 07:20:38","Ja",5431,"Vrouw","20","Ja","Maandelijks","Ja","Ja","Prijs, Kwaliteit","Fysieke winkel",4,"Ja","Ja","Ja",3,3,4,3,3,2,2,4,4,"Vespa"
"488","27/04/2018 12:33:46","Ja",5432,"Vrouw","18","Ja","Nooit","Ja","Ja","Prijs, Reclame, Kwaliteit","Fysieke winkel",4,"Nee","Ja","Ja",2,2,1,3,4,3,1,3,3,"Vespa"
"489","28/04/2018 13:48:44","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
